1: 32'1/3
5875: 11'13319/29036
5876: 59'32/39
5877: 1344
5878: 92'3/5
5879: 15'27/37
5880: 56/323
5881: 31/350
5882: 7'547/585
5883: 740
5884: 49
5885: 1'6397/24206
5886: 98'19/51
5887: 851/458400
5888: 4'45/47
5889: 396/12005
5890: 42
5891: 15'3/4
5892: 54'17/31
5893: 32
5894: 100'20/59
5895: 42/185
5896: 67/77
5897: 913/3888
5898: 1397'11/17
5899: 1'5/126
5900: 26'40/79
5901: 5'1266/1333
5902: 39
5903: 4050
5904: 4'223/270
5905: 2'2/7
5906: 78'7/15
5907: 90'3051/3887
5908: 4995'62/67
5909: 64'503/570
5910: 3/7
5911: 7
5912: 1'1/5
5913: 15'101215/183911
5914: 92'37/85
5915: 44/93
5916: 5'213/272
5917: 100'1107/2992
5918: 22'155/531
5919: 474
5920: 1'36/37
5921: 17'7/12
5922: 22'170/649
5923: 43/63
5924: 5'277/476
5925: 33'54/65
5926: 5130
5927: 41'297/700
5928: 497/23736
5929: 84'40/49
5930: 521'103/371
5931: 957/3298
5932: 49
5933: 38'251/4565
5934: 86'25/74
5935: 15'15/31
5936: 66'7/29
5937: 94
5938: 74'479/644
5939: 220
5940: 31'2/3
5941: 30'5/61
5942: 178'6/143
5943: 347'1573/2370
5944: 114
5945: 77'85/3304
5946: 2'73/330
5947: 10'1755/1936
5948: 720/191101
5949: 3'1619/9548
5950: 27104
5951: 18'24/173
5952: 84'14/19
5953: 81'25/28
5954: 78'12/79
5955: 161'23/114
5956: 4407'6/7
5957: 31/1224
5958: 3'613/770
5959: 185'43/78
5960: 6'61/76
5961: 203'9/80
5962: 906'70/89
5963: 441800
5964: 79'7/94
5965: 4'1/221
5966: 1'7/30
5967: 50'80/81
5968: 363'3/7
5969: 3'73/253
5970: 60'19177/21080
5971: 46/5605
5972: 84'91/1665
5973: 302/665
5974: 106'5/6
5975: 93'68/451
5976: 70'41/45
5977: 2'1/13
5978: 58'9/19
5979: 26/87
5980: 13501/27300
5981: 2'9/41
5982: 309'9/95
5983: 221'53/71
5984: 44'3969/7744
5985: 48'5672/5695
5986: 2'137/1034
5987: 43'29/82
5988: 319/7452
5989: 6003
5990: 94'55/83
5991: 9/46
5992: 2449/3030
5993: 34'14/19
5994: 9540'20/27
5995: 135'3269/3400
5996: 18'4/5
5997: 16'64/89
5998: 31/98
5999: 5'31/84
6000: 1'271/3600
6001: 11'60/539
6002: 8'695/1344
6003: 112/3471
6004: 78'633/1387
6005: 3265'65/158
6006: 4'152287/180072
6007: 2'18/29
6008: 1618/13359
6009: 770/4611
6010: 30/73
6011: 6'115101/188708
6012: 8'23/58
6013: 4'47/60
6014: 55'23/68
6015: 1'59/185
6016: 301'353/805
6017: 100
6018: 4964'44/551
6019: 40'51/73
6020: 6'100/319
6021: 3705
6022: 8'1283/1980
6023: 1'299/791
6024: 3805'16/43
6025: 9'422/1403
6026: 252'3/7
6027: 41'525/782
6028: 54'2098/2813
6029: 229969
6030: 35/82
6031: 231/1175
6032: 1'2/3
6033: 1'81/94
6034: 3'417/2345
6035: 70/71
6036: 88'3/28
6037: 15'9/17
6038: 61'601/732
6039: 219'9/77
6040: 83'19/59
6041: 161'287/300
6042: 42'112/185
6043: 2'43/256
6044: 440'214/425
6045: 5/114
6046: 43'40/177
6047: 53'61/91
6048: 36'969/2944
6049: 1271
6050: 3'4/9
6051: 245'5/13
6052: 45
6053: 24'927/1120
6054: 575'25/33
6055: 6'163/403
6056: 8662
6057: 140'123/4600
6058: 3'433/994
6059: 30/31
6060: 3316'29/46
6061: 104'32/33
6062: 69'2/83
6063: 4'316023/1231582
6064: 2'62/8439
6065: 461/520
6066: 69/203
6067: 2'3/70
6068: 2'1111/1472
6069: 112/155
6070: 89'128/3705
6071: 49/480
6072: 43'63185/64206
6073: 5'320477/5965544
6074: 33131/51300
6075: 5104
6076: 71'4/63
6077: 2'78599/219780
6078: 276'579/1426
6079: 17
6080: 17/2175
6081: 137'1/2
6082: 33/205
6083: 43/1840
6084: 5'1786/2295
6085: 18499/21150
6086: 20'4999/8190
6087: 2'2828/5423
6088: 59'421/6846
6089: 3'92/1533
6090: 47'5/14
6091: 52'468/517
6092: 20
6093: 146'9/14
6094: 141'1/9
6095: 4480'113/5248
6096: 93'1/3
6097: 4818
6098: 159'1/4
6099: 3'17/44
6100: 334'6/31
6101: 53'227/438
6102: 89'22/83
6103: 1141/2115
6104: 26'523/575
6105: 48'4/5
6106: 5'13/50
6107: 6'10325/18954
6108: 17/18
6109: 112/9225
6110: 33'3/10
6111: 191/224
6112: 1'1/2
6113: 33'121/504
6114: 33'148/427
6115: 57/325
6116: 86'989/2345
6117: 73'1/27
6118: 160797/545309
6119: 92'27/53
6120: 659/1100
6121: 95
6122: 47'19/36
6123: 187/7776
6124: 330
6125: 37
6126: 2'614/1541
6127: 705
6128: 11'243/245
6129: 315'1/6
6130: 45
6131: 22/31
6132: 44'304/1911
6133: 1'745/1584
6134: 227'41/112
6135: 76'10/49
6136: 63
6137: 78/7225
6138: 313/532
6139: 2'454/741
6140: 289/390
6141: 52'32/35
6142: 1/36
6143: 137
6144: 3'2/3
6145: 12351'6/67
6146: 46/3007
6147: 29/41
6148: 25'619/630
6149: 51'19/21
6150: 97'22/81
6151: 114'334334/393553
6152: 11'3887/5084
6153: 73
6154: 13'67145/422037
6155: 63'55322/55335
6156: 17'74/95
6157: 19
6158: 222'34/59
6159: 64'67143/168740
6160: 26
6161: 3'157111/337032
6162: 223
6163: 6045
6164: 8'841369/1046520
6165: 833/54080
6166: 12/85
6167: 2'69/328
6168: 2475
6169: 269'55/71
6170: 9'137/483
6171: 1'16634/21021
6172: 138147'32/59
6173: 1'127/960
6174: 13/81
6175: 97/4617
6176: 213'2604/5329
6177: 44/2047
6178: 53'21/25
6179: 32'7/17
6180: 112'553/1364
6181: 106'1/8
6182: 15673'76/89
6183: 9'4/5
6184: 69'19/1530
6185: 661'34/65
6186: 34'597/4312
6187: 10'6/7
6188: 7224
6189: 278669'13/31
6190: 85'1/9
6191: 37'1/2
6192: 1325
6193: 1/18
6194: 5'27/29
6195: 51/125
6196: 83/2509
6197: 484
6198: 7'12302/16227
6199: 97'4/289
6200: 6'299/3652
6201: 530'1/11
6202: 520'2936/3025
6203: 626
6204: 585'33/86
6205: 27'9/13
6206: 17
6207: 53'5071/8815
6208: 134'6/11
6209: 17'481/672
6210: 57
6211: 16'262/335
6212: 57'9/13
6213: 53'7/33
6214: 365'43/64
6215: 73'60/79
6216: 6840
6217: 14'8/11
6218: 86
6219: 3218'2/47
6220: 65'19/55
6221: 4947/100594
6222: 62'18/37
6223: 13'3719/15300
6224: 116'4/7
6225: 2'32701/90687
6226: 118'16/53
6227: 5'1355/2997
6228: 4'11/140
6229: 39/3976
6230: 6'5/6
6231: 36'169/201
6232: 27'174/691
6233: 57'6/7
6234: 119/1107
6235: 70
6236: 61/864
6237: 98'2/3
6238: 239'3/10
6239: 105/1088
6240: 15'63/229
6241: 29'2951/3060
6242: 75'1/2
6243: 28'1/21
6244: 13/249
6245: 67'5/14
6246: 42'43/66
6247: 7'30/49
6248: 103/782
6249: 42/61
6250: 31'4819/4851
6251: 143
6252: 6'79/119
6253: 6'254/735
6254: 4981'73/74
6255: 19'2651/6670
6256: 62
6257: 35'5/12
6258: 67'143/1410
6259: 282'6/31
6260: 14
6261: 107/384
6262: 13'3/34
6263: 8'74/195
6264: 258'397/513
6265: 60'4/175
6266: -307'49/533
6267: 26'3841/4288
6268: 130
6269: 32/319
6270: 1643/2002
6271: 94'1/6
6272: 97'41/55
6273: 2790
6274: 54'203/342
6275: 11/1500
6276: 224'41/49
6277: 84'566/715
6278: 5'1913/2697
6279: 30'5/9
6280: 225/391
6281: 107
6282: 12'9931/10710
6283: 633'59/210
6284: 55/1972
6285: 1'1651/4410
6286: 3'69/143
6287: 6/7
6288: 66/73
6289: 1909/2856
6290: 77/81
6291: 13/17787
6292: 75'7/10
6293: 98
6294: 16'8/37
6295: 157'13/15
6296: 93'3/10
6297: 136'7/75
6298: 79'319/333
6299: 71'8/15
6300: 3'251/705
6301: 3'1683/1850
6302: 43/2204
6303: 1'2185/2992
6304: 2230'10/23
6305: 12153/12992
6306: 161'21/25
6307: 150
6308: 20'341/1131
6309: 1'424/837
6310: 20'52/1281
6311: 1'755/931
6312: 60'211/2795
6313: 39/59
6314: 1'4/39
6315: 53'13/42
6316: 30'30/67
6317: 6'27/43
6318: 347/12350
6319: 98'14/89
6320: 10'31/32
6321: 46'15/98
6322: 49'14/53
6323: 54/833
6324: 8'3/16
6325: 647/1716
6326: 99'8/9
6327: 4'507/1400
6328: 76'24/155
6329: 6422/33075
6330: 48'1200/3007
6331: 287'1/2
6332: 12'1814/22011
6333: 65'4/39
6334: 1'3/8
6335: 1326
6336: 391314
6337: 6'1/40
6338: 92'4/7
6339: 204'10429/26469
6340: 5'43/140
6341: 181'59/76
6342: 117'67/75
6343: 121
6344: 5280/13603
6345: 417/434
6346: 2'589/726
6347: 93'1067/1235
6348: 24'527/946
6349: 318'52/61
6350: 260
6351: 86
6352: 4'107/172
6353: 64/67
6354: 3'79/138
6355: 20
6356: 265/533232
6357: 75
6358: 217'35/81
6359: 5'1/6
6360: 34'9/11
6361: 2090
6362: 50'14/59
6363: 1/81
6364: 54
6365: 98'15/64
6366: 15/16
6367: 18'4/105
6368: 387'169/493
6369: 299/324
6370: 134'4/15
6371: 163'1/5
6372: 79'497/549
6373: 212'8/23
6374: 8'257/938
6375: 93'4/21
6376: 305'75/92
6377: 41/108066
6378: 1
6379: 4'6/7
6380: 83'369/440
6381: 24'1224/1325
6382: 193'1/3
6383: 5723'12/13
6384: 20/299
6385: 1207/2324
6386: 31'52/61
6387: 18'346/507
6388: 4'7/11
6389: 4'19/39
6390: 1'28753/45540
6391: 294'3/4
6392: 72'11/60
6393: 3'9083/11200
6394: 27'6/41
6395: 49/5742
6396: 50
6397: 96'2/3
6398: 93'61/96
6399: 1695
6400: 6'493/897
6401: 44'37/42
6402: 53'4163/20276
6403: 60552
6404: 18834'24/29
6405: 170'1/7
6406: 39'257/1050
6407: 93
6408: 61'34/67
6409: 14468'101/1925
6410: 38'6554/7067
6411: 97/106
6412: 67'29/42
6413: 4'46/551
6414: 2'12485/16744
6415: 84'3/5
6416: 80'22/63
6417: 1'40/47
6418: 2736
6419: 3996
6420: 416'26/29
6421: 81
6422: 5'1/330
6423: 232/245
6424: 4442'23/45
6425: 11/46
6426: 1'24/35
6427: 3'344/1995
6428: 17'41/4180
6429: 69'316/391
6430: 14'2/3
6431: 4'24/61
6432: 18'146/195
6433: 45'30/31
6434: 8387/16254
6435: 70'31/91
6436: 52'475/1071
6437: 5765'30/209
6438: 2584
6439: 34'1/4
6440: 92'221/308
6441: 33/532
6442: 2'317/1330
6443: 7'1/9
6444: 4'349/3290
6445: 3'7944/22825
6446: 16263/66500
6447: 69/3224
6448: 320'13/32
6449: 205'15/23
6450: 3'27/47
6451: 29
6452: 4'109/1197
6453: 137'98/117
6454: 99'2/3
6455: 51/74975
6456: 53'13/58
6457: 24'20/21
6458: 113
6459: 2099'232/381
6460: 95'193/209
6461: 13'279/9211
6462: 13/440
6463: 77'2/3
6464: 3'488/511
6465: 1'106/219
6466: 24'317/3375
6467: 100
6468: 107/3021
6469: 103/4277
6470: 1430
6471: 646'7/15
6472: 81'27/407
6473: 4'3/16
6474: 3'127/174
6475: 22'65/174
6476: 12'378/391
6477: 19459/36341920
6478: 2'3/47
6479: 2'2/5
6480: 18'43/93
6481: 4'169/644
6482: 196/1683
6483: 2'46/495
6484: 4'1/3
6485: 7'581/2022
6486: 3'6/25
6487: 912'5/332
6488: 21
6489: 880
6490: 144/15295
6491: 1'3529/5610
6492: 15'15/76
6493: 23'3388/4075
6494: 76
6495: 1092
6496: 72'24/61
6497: 159/8372
6498: 105
6499: 68'2/91
6500: 117
6501: 182'7/8
6502: 1'5/247
6503: 9'499601/1365972
6504: 212'8/43
6505: 442/330579
6506: 1'3/574
6507: 97'871/1020
6508: 5'46/133
6509: 2'83/154
6510: 50'20/27
6511: 33
6512: 84821/187701
6513: 131'467/663
6514: 2'10069/37800
6515: 1'5867/8096
6516: 38'1/4
6517: 16'13/374
6518: 52/75
6519: 79/171
6520: 6'339/416
6521: 899/1269
6522: 6845
6523: 21'5091/6499
6524: 23'73399/119756
6525: 82'883/5250
6526: 28'613300/1328657
6527: 681'15/22
6528: 19'4/5
6529: 77
6530: 3'29/96
6531: 236'52/95
6532: 11'11/89
6533: 10352/61875
6534: 18'261/322
6535: 19'4/21
6536: 4'38/99
6537: 12'491/532
6538: 4'402/517
6539: 1'889/2809
6540: 337792/2273409
6541: 86'29/86
6542: 400/783
6543: 23'5/17
6544: 4186'46/65
6545: 93'37/40
6546: 59'47/62
6547: 4'14/37
6548: 35'2717/6984
6549: 11'979/1248
6550: 145'941/2660
6551: 3'40283/82836
6552: 139'297/430
6553: 84'163/165
6554: 5'59/75
6555: 252'403/484
6556: 3'711/913
6557: 21'29/68
6558: 7303'1/2
6559: 3'3/14
6560: 391/682
6561: 11/31
6562: 1'5/94
6563: 94'227/836
6564: 5244
6565: 85'89/8342
6566: 1776
6567: 17'383/741
6568: 77'9/31
6569: 6'27/62
6570: 34'6/13
6571: 31'109/203
6572: 294
6573: 94'6/19
6574: 8242'1153/1449
6575: 24367/44895
6576: 319/2730
6577: 2'7923/8162
6578: 64'13/37
6579: 98'7411/68904
6580: 92'29/47
6581: 11495
6582: 35'33/392
6583: 5'1549/4350
6584: 4'1002863/1443504
6585: 15'427/1002
6586: 11'17/54
6587: 65'512/715
6588: 58
6589: 101'505/2112
6590: 342'3/7
6591: 65'245/368
6592: 49657/50052
6593: 155
6594: 147'12/29
6595: 1'17/32
6596: 5'83/209
6597: 25'2049/2950
6598: 4'17/35
6599: 17
6600: 158/533
6601: 53'1/11
6602: 281'17/47
6603: 17'2231/2800
6604: 546
6605: 97
6606: 62'2516/3283
6607: 25'166/179
6608: 29/61
6609: 2'19/22
6610: 85'8/9
6611: 38'13/14
6612: 4'1918/3363
6613: 4'1/3
6614: 231'5/6
6615: 39
6616: 2178'3714/3895
6617: 818'2572/3445
6618: 6'3509/4216
6619: 49764/88921
6620: 139
6621: 4'10/11
6622: 104'2/7
6623: 1'29811/210098
6624: 85'1/391
6625: 341'753/1535
6626: 34'57/86
6627: 175/192
6628: 35'1/8
6629: 176'22/65
6630: 38'722/3663
6631: 105'1/48
6632: 453'1/8
6633: 3276
6634: 11'15/19
6635: 1631'3401/4761
6636: 16'94/399
6637: 285956
6638: 13'61/91
6639: 14
6640: 32'965/1763
6641: 25670/69153
6642: 22467'15/19
6643: 8'5/42
6644: 319'289/351
6645: 49/765
6646: 694'48/377
6647: 126
6648: 1'11/42
6649: 5'3572/4015
6650: 3486/3875
6651: 608
6652: 18'9/32
6653: 281'73/79
6654: 6/23
6655: 16'2057372/2072427
6656: 79'81/86
6657: 2387/22040
6658: 7'17/59
6659: 27500
6660: 429
6661: 83'5/42
6662: 1'49/130
6663: 2'117/155
6664: 118'1/4
6665: 96'549/664
6666: 1'161/1116
6667: 85'73/95
6668: 3822
6669: 1'114889/137671
6670: 106945/476721
6671: 4'1646/3553
6672: 21'87/421
6673: 93'29/40
6674: 6693/13675
6675: 6536
6676: 151'18/37
6677: 1000
6678: 101'19/34
6679: 401'1/3
6680: 355'1/9
6681: 106'1/12
6682: 35'1/2
6683: 57/88
6684: 22'15454/16279
6685: 120065
6686: 1515/73834
6687: 290/1833
6688: 51/95
6689: 7'22/35
6690: 18'328/1085
6691: 102/1085
6692: 211'9/29
6693: 1/205
6694: 90'5/14
6695: 18/319
6696: 82'3/16
6697: 5840
6698: 1232'327/427
6699: 10'13/14
6700: 325'3/7
6701: 59/135
6702: 756
6703: 201
6704: 113'11/20
6705: 262548
6706: 18'2/9
6707: 69'27/37
6708: 26'10/119
6709: 9'169/175
6710: 241'3/43
6711: 274'442/713
6712: 23/49
6713: 13'4/5
6714: 57'401/1600
6715: 857'75/101
6716: 17266
6717: 4887'3/11
6718: 22'3/10
6719: 73/605
6720: 4'1616/3927
6721: 97'671/1200
6722: 100
6723: 282'47/64
6724: 146286
6725: 3'29/105
6726: 67'664/3477
6727: 85'5/9
6728: 61
6729: 2'467/504
6730: 165'3/17
6731: 5'359/2021
6732: 161'17/66
6733: 8'8/9
6734: 159'193/211
6735: 1'321/1085
6736: 56'299/329
6737: 2'134737/136038
6738: 20
6739: 74'31/45
6740: 40'199/210
6741: 33'169/551
6742: 250'893/2233
6743: 59'4/17
6744: 5'4492/5687
6745: 25'7/16
6746: 21'11593/25116
6747: 55'13/23
6748: 49'36/43
6749: 45
6750: 370'14/87
6751: 77
6752: 34'53/830
6753: 29443/38552
6754: 33'2703/3721
6755: 2645/40936
6756: 62
6757: 66'38/45
6758: 7'247/561
6759: 9'235/2553
6760: 6'2/9
6761: 72'19/23
6762: 9'13/31
6763: 12
6764: 46'2243687/2917081
6765: 91'3411/5216
6766: 1871'12/79
6767: 12'5589803/10737540
6768: 100'77/81
6769: 4620
6770: 117'199/1710
6771: 9'2627/5460
6772: 130'305/469
6773: 209'11/98
6774: 3'4/39
6775: 28'771/928
6776: 31'1/5
6777: 1568
6778: 71'2/11
6779: 74/99
6780: 17128'2/9
6781: 39'4061/8096
6782: 443'1/31
6783: 231/716
6784: 85'7/15
6785: 70'405/854
6786: 15'9/11
6787: 52'9/46
6788: 1112'221/242
6789: 20'52/81
6790: 14/3741
6791: 274'1/4
6792: 26
6793: 19'257/325
6794: 52/135
6795: 9870
6796: 11'451/960
6797: 13/280
6798: 5332'2/91
6799: 39'18/49
6800: 2'2626/3195
6801: 4'53/13248
6802: 1/345
6803: 1'17/888
6804: 83/2652
6805: 1'199/208
6806: 318'20/23
6807: 3764'213/238
6808: 2/5
6809: 4'244/409
6810: 6618'83/98
6811: 65/3136
6812: 47
6813: 20'20/69
6814: 1'491/832
6815: 5'12/17
6816: 12
6817: 4924'17/52
6818: 25'23/96
6819: 55'1/8
6820: 3328
6821: 18'13/17
6822: 5340
6823: 114536/250991
6824: 9
6825: 8'61/222
6826: 3'939/2414
6827: 94'6/29
6828: 1175'15/47
6829: 8'96479/100448
6830: 39178/57519
6831: 14'1/3
6832: 29'1257/2555
6833: 1'1/20
6834: 106'5/64
6835: 1'4415/55968
6836: 4'57/62
6837: 11'83/165
6838: 79'11/83
6839: 86
6840: 3724
6841: 186/781
6842: 29/91
6843: 10'1/46
6844: 1161
6845: 116
6846: 3'281/1316
6847: 19/341
6848: 4'1/48
6849: 8'130/1463
6850: 2'1/6
6851: 42'26/33
6852: 1'167/213
6853: 312'4/7
6854: 108'1045/1323
6855: 238'34/45
6856: 3'411/656
6857: 272
6858: 24'17/32
6859: 277'1/5
6860: 3331'443/1032
6861: 239/1309
6862: 5'13/15
6863: 51'161/372
6864: 1'197/830
6865: 2'38/333
6866: 1'16/21
6867: 31/74
6868: 31/720
6869: 3768'9/59
6870: 10'1942341/2426585
6871: 4095
6872: 69'4/11
6873: 88'2/5
6874: 17'37/41
6875: 65'208/495
6876: 15'7/100
6877: 52'4651/8512
6878: 8'4/21
6879: 144'1300/2387
6880: 7814'56/83
6881: 3611/7050
6882: 17
6883: 30'49/67
6884: 7'2057/2580
6885: 53829/96140
6886: 2'23/42
6887: 99'346/421
6888: 444/1247
6889: 16'9239/27898
6890: 45'23/417
6891: 99'23/40
6892: 47'9/118
6893: 3'3/13
6894: 2055/3344
6895: 62'52/705
6896: 19'43/168
6897: 399'1423/1843
6898: 1033'3/29
6899: 5'10817/35910
6900: 92'327/364
6901: 31'101/104
6902: 2232
6903: 1'3/14
6904: 1'259/408
6905: 7
6906: 59'2679/5063
6907: 6724
6908: 18'4/11
6909: 5175'1415/2001
6910: 43'63/244
6911: 29
6912: 143
6913: 1'14510/15741
6914: 18'5913/8642
6915: 11'259/1088
6916: 76'1/3
6917: 90
6918: 45'5/19
6919: 8'25/161
6920: 38'1/2
6921: 45
6922: 3327/4465
6923: 46
6924: 30'885473/1788010
6925: 6'16799/75950
6926: 33'17/18
6927: 1'91/185
6928: 1'7/74
6929: 145'91/1125
6930: 3627
6931: 824
6932: 144/539
6933: 13750/15931
6934: 6'4/5
6935: 194'6/7
6936: 80
6937: 2'1429/34579
6938: 665
6939: 80'4571/11280
6940: 1/90
6941: 28'872/1035
6942: 7639'7/17
6943: 2618
6944: 5/187
6945: 28552/59823
6946: 20
6947: 83'31/38
6948: 21427'2/13
6949: 138'11/19
6950: 632/2233
6951: 18'4/9
6952: 4305/59774
6953: 280'15/56
6954: 9000
6955: 24'51/86
6956: 83
6957: 2'1197/1280
6958: 423'22/27
6959: 2408'172/175
6960: 612
6961: 16'17/63
6962: 60'2/3
6963: 6'178/1305
6964: 104'505/6144
6965: 88
6966: 4635
6967: 54'38/55
6968: 2'27/71
6969: 1'118/125
6970: 103'104/155
6971: 1'5011/7308
6972: 204
6973: 11242
6974: 13'61/6642
6975: 55'149/808
6976: 2'55656/129797
6977: 24'69/374
6978: 9'7/15
6979: 268'9/49
6980: 2'1/4
6981: 8
6982: 63'1/21
6983: 3'22/179
6984: 1'7/15
6985: 7/148
6986: 61/396
6987: 58'3/20
6988: 8'4271/4608
6989: 3'63/76
6990: 48
6991: 81'112/129
6992: 7'371/649
6993: 3800
6994: 9'541/1551
6995: 15'29/945
6996: 29
6997: 19'826403/848823
6998: 807
6999: 58'33/68
7000: 200'5/9
7001: 29/312
7002: 90
7003: 82'6/31
7004: 147
7005: 37375/556864
7006: 17'9/11
7007: 5'497/585
7008: 188'43/235
7009: 23'1967/3382
7010: 1'2281/5607
7011: 27'85/124
7012: 29/430
7013: 4'1/4
7014: 7633'23/35
7015: 6'1379/7325
7016: 80'1/6
7017: 4'1154/10395
7018: 2492
7019: 1'2239/3999
7020: 14224/41553
7021: 3209/4977
7022: 4'59/105
7023: 363'3/29
7024: 1'814/833
7025: 4/495
7026: 10'139/150
7027: 65'621/784
7028: 90'55/1264
7029: 2/57
7030: 149/43617
7031: 23512/41055
7032: 67
7033: 80'439/31150
7034: 2'727/1134
7035: 5'21211/73441
7036: 126'52213/102663
7037: 34/1885
7038: 12021'3/7
7039: 135796'301/494
7040: 2'1/7
7041: 70'487/867
7042: 1882'7/11
7043: 32'208027/409920
7044: 17'287869/1212112
7045: 54'3/5
7046: 288/7387
7047: 37'1/6
7048: 49'182/725
7049: 8'73/105
7050: 1'389/1275
7051: 19'16/75
7052: 36'131/511
7053: 1'792/2353
7054: 57'1/31
7055: 471/2419
7056: 1'51/100
7057: 33'26/363
7058: 65'15/17
7059: 157'6/7
7060: 17/29
7061: 43119/88508
7062: 1472'48/91
7063: 11/34
7064: 97'4/7
7065: 1'260611/285950
7066: 11949'3/10
7067: 4'19/32
7068: 7084
7069: 116844
7070: 2'43/141
7071: 11'634/767
7072: 9'397/2392
7073: 2'1/2
7074: 2058
7075: 20'19/37
7076: 4'3275/15694
7077: 150'45/91
7078: 297/1300
7079: 1387/2992
7080: 66'3667/6120
7081: 83'2454/3335
7082: 52'8/17
7083: 215'1707/1820
7084: 819'3/52
7085: 212'12/29
7086: 29'66/73
7087: 851/2025
7088: 86
7089: 66
7090: 66'6/13
7091: 7'13921/20150
7092: 5936'5/9
7093: 5'1/16
7094: 870
7095: 320'1/11
7096: 81'41/84
7097: 115'15/16
7098: 9114
7099: 98
7100: 93'529/560
7101: 45'47/52
7102: 85'7/12
7103: 1852
7104: 80'579/608
7105: 7097'1/2
7106: 4'52/61
7107: 101'103/1872
7108: 80'2/3
7109: 19'19/54
7110: 6'114/125
7111: -13'161/328
7112: 9'21/95
7113: 3793/7626
7114: 6
7115: 3'35/62
7116: 4'136909/347270
7117: 92'587/665
7118: 79'125/182
7119: 29815/74646
7120: 6233'97/132
7121: 99'31/33
7122: 1175/20178
7123: 26'40915/63829
7124: 60'69/79
7125: 651
7126: 14748/74725
7127: 3872'3698/3905
7128: 4479'3/4
7129: 9'12/19
7130: 130'10/13
7131: -1'479/1190
7132: 85'49/97
7133: 7559/103341
7134: 29'43/69
7135: 4'236/837
7136: 51'225/2047
7137: 16
7138: 4/135
7139: 4'10/11
7140: 3/130
7141: 58'306/553
7142: 289/6336
7143: 103'3/8
7144: 19'1037/1178
7145: 26'7/36
7146: 56
7147: 77'11993/20995
7148: 71'7/72
7149: 31/272
7150: 420'2091/15424
7151: 6'2/3
7152: 19/584
7153: 37/80
7154: 133'1009/1540
7155: 217/66625
7156: 116'533/8732
7157: 4'3/67
7158: 180
7159: 1136'1847/2924
7160: 15'8/11
7161: 2'59/91
7162: 28'141/2492
7163: 2'489/1133
7164: 4672
7165: 3'1713/2590
7166: 28'13/29
7167: 1'13357/105300
7168: 114
7169: 1'551/2254
7170: 1'32/45
7171: 3601233/28096600
7172: 60'53/62
7173: 9699/693680
7174: 2'3317/5060
7175: 27607/30295
7176: 172/1225
7177: 93
7178: 1'217/663
7179: 4'50812/83415
7180: 5'1/37
7181: 113/153
7182: 64'16/19
7183: 12'537/874
7184: 2'173/1520
7185: 4'595/2337
7186: 51
7187: 37'5/9
7188: 6006
7189: 81
7190: 23'23/29
7191: 24155/37752
7192: 4'17/46
7193: 21'4/29
7194: 118'4/11
7195: 1481'1/49
7196: 64
7197: 99'1/3
7198: 2'1159/1755
7199: 5'105/128
7200: 7'151/330
7201: 21
7202: 31'719/732
7203: 131313/5107124
7204: 51'14/737
7205: 373'22/123
7206: 35'13/17
7207: 8'2/9
7208: 2'235/2508
7209: 15'22597/51611
7210: 83'61/89
7211: 1'62/567
7212: 113'433/4717
7213: 79'6227/9758
7214: 18951/35695
7215: 2'654/2873
7216: 893
7217: 54'11787/22570
7218: 1735'21/325
7219: 2'7/38
7220: 166'13/76
7221: 9/14
7222: 71
7223: 121/8544
7224: 183'7/67
7225: 2898/12935
7226: 52976642'18/23
7227: 275
7228: 114'1/3
7229: 1'151/434
7230: -7'5/141
7231: 3'664/735
7232: 6'2/51
7233: 1'13/22
7234: 259/1034
7235: 87'15/34
7236: 5'2021/2438
7237: 1'1/14
7238: 15'549/2150
7239: 2'26/63
7240: 1564'80/97
7241: 6476363/7459200
7242: 731'138/217
7243: 59'25447/48488
7244: 100'89/100
7245: 225/376
7246: 42'10/13
7247: 1754'29/50
7248: 86'7/24
7249: 99/338
7250: 103'445/469
7251: 81'26/85
7252: 3'3/7
7253: 126'50/93
7254: 45'9/16
7255: 216'5/22
7256: 2350
7257: 4'22/45
7258: 132'85/93
7259: 95'7/18
7260: 5'271/328
7261: 8'4/13
7262: 24125/73947
7263: 131
7264: 5'14/33
7265: 38'1/22
7266: 138'1/8
7267: 60'19/42
7268: 64'49866/4735265
7269: 143
7270: 182'1651/4200
7271: 17'3473/31682
7272: 1637'4/11
7273: 82'2/3
7274: 64'34357/46200
7275: 22
7276: 109'35/97
7277: 131'8537/37929
7278: 211'2/7
7279: 1595
7280: 46'35/38
7281: 16745472
7282: 6'883/1900
7283: 82
7284: 3'5/18
7285: 137/230
7286: 55'17/19
7287: 239'109/154
7288: 77'4/9
7289: 11/529
7290: 2'64315/80934
7291: 76'4/17
7292: 1321/2100
7293: 26'5/9
7294: 27'48/61
7295: 2'90911/170016
7296: 33'3/19
7297: 1'5/9
7298: 38'40273/44100
7299: 85'134/143
7300: 10'10/69
7301: 1'3/97
7302: 1'2477/24883
7303: 121'11/98
7304: 1'1/3
7305: 17174'250/361
7306: 65'67/78
7307: 363'147/164
7308: 1777'37/41
7309: 7'3227/3264
7310: 21'863/2784
7311: 58'511295/888272
7312: 805/1088
7313: 18'90/91
7314: 54'67/77
7315: 50'1375/2209
7316: 1'377/10795
7317: 73'109/8932
7318: 1'11431/54961
7319: 51'245/776
7320: 53'270543/363071
7321: 5
